"ctry","rgn","laua","n","lng","lat","ctrynm","rgnnm","lauanm"
"S92000003","S99999999","S12000049",25699,-4.26230355200591,55.8592810935445,"Scotland","(pseudo) Scotland","Glasgow City"
"S92000003","S99999999","S12000050",9879,-3.99057590312785,55.8558504741371,"Scotland","(pseudo) Scotland","North Lanarkshire"
"W92000004","W99999999","W06000001",3240,-4.38319439104938,53.28615795,"Wales","(pseudo) Wales","Isle of Anglesey"
"W92000004","W99999999","W06000002",6532,-4.1406508698714,52.9696856050214,"Wales","(pseudo) Wales","Gwynedd"
"W92000004","W99999999","W06000003",4977,-3.74977451898734,53.2612399879445,"Wales","(pseudo) Wales","Conwy"
"W92000004","W99999999","W06000004",4325,-3.3988640934104,53.2138660272832,"Wales","(pseudo) Wales","Denbighshire"
"W92000004","W99999999","W06000005",5437,-3.11100837299982,53.2037200071731,"Wales","(pseudo) Wales","Flintshire"
"W92000004","W99999999","W06000006",5241,-3.00582672734211,53.0355263676779,"Wales","(pseudo) Wales","Wrexham"
"W92000004","W99999999","W06000008",3759,-4.2149969414738,52.2377792976856,"Wales","(pseudo) Wales","Ceredigion"
"W92000004","W99999999","W06000009",5830,-4.90228029382504,51.7978691288165,"Wales","(pseudo) Wales","Pembrokeshire"
"W92000004","W99999999","W06000010",7984,-4.1687127244489,51.8229019183367,"Wales","(pseudo) Wales","Carmarthenshire"
"W92000004","W99999999","W06000011",8541,-3.97854495913827,51.6419706303711,"Wales","(pseudo) Wales","Swansea"
"W92000004","W99999999","W06000012",4603,-3.78648325092331,51.6600363154464,"Wales","(pseudo) Wales","Neath Port Talbot"
"W92000004","W99999999","W06000013",4252,-3.60513010489182,51.5314088675917,"Wales","(pseudo) Wales","Bridgend"
"W92000004","W99999999","W06000014",6619,-3.29375435322556,51.4244063530745,"Wales","(pseudo) Wales","Vale of Glamorgan"
"W92000004","W99999999","W06000015",17992,-3.18530781930858,51.4984200465207,"Wales","(pseudo) Wales","Cardiff"
"W92000004","W99999999","W06000016",7219,-3.40538247222607,51.6166814945283,"Wales","(pseudo) Wales","Rhondda Cynon Taf"
"W92000004","W99999999","W06000018",9117,-3.20439271372162,51.645710932763,"Wales","(pseudo) Wales","Caerphilly"
"W92000004","W99999999","W06000019",4042,-3.19176474146462,51.7676082147452,"Wales","(pseudo) Wales","Blaenau Gwent"
"W92000004","W99999999","W06000020",4220,-3.03593971184834,51.6758393582938,"Wales","(pseudo) Wales","Torfaen"
"W92000004","W99999999","W06000021",6279,-2.81867571985985,51.7166811492276,"Wales","(pseudo) Wales","Monmouthshire"
"W92000004","W99999999","W06000022",10743,-2.99086480936424,51.5881349229266,"Wales","(pseudo) Wales","Newport"
"W92000004","W99999999","W06000023",7009,-3.34666341632187,52.3392191468112,"Wales","(pseudo) Wales","Powys"
"W92000004","W99999999","W06000024",1983,-3.36324072314675,51.7350069016641,"Wales","(pseudo) Wales","Merthyr Tydfil"
NA,NA,NA,10608,0,99.999999,NA,NA,NA
